Id,Category,Title,newyorker_summary,Lat,Lon,Address,GoogleCategoryName,Cid,ImageUrl,PlaceId,PostalCode,ReviewImageUrls/0,Street,TotalScore
4743,bookstore,Soho News International,"SOHO News International, a haven for magazine aficionados, dazzles with its eclectic mix, from Detective Comics to international Vogue. Kind staff, engaging events, but beware occasional pricing snafus. A literary mosaic awaits in SoHo.",40.7263464,-74.0022983,"186 Prince St, New York, NY 10012",Magazine store,8153429353964626758,https://lh5.googleusercontent.com/p/AF1QipMh3SONWWTAIwDVKBU_7KmL60H0cVW00HSarmIC=w408-h544-k-no,ChIJ9ZrcuY1ZwokRRuNNeMzMJnE,10012.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJJWzNIFDbaNKqSNlVeFM2Ww0cwROgIadlUeFV3ElszhN5qIPs7Xsp4gZNPmbt5LG4T47DuX2vsxGijvf7dlvdYujy7ayCSYUP2Hk117nV9seXKcZLYktjyL27X8NuJY6L1YKLJCzg,186 Prince St,4.9
4744,bookstore,Housing Works Bookstore,"Dive into this beloved local enclave where books and whimsy mingle with fashion; a sartorial and literary haven where one can lose hours. Here, clothing transcends mere necessity, becoming a statement - especially laudable is the inclusive sizing.",40.7246035,-73.9965755,"126 Crosby St, New York, NY 10012",Book store,15315609941600980451,https://lh5.googleusercontent.com/p/AF1QipPJEXJRtZWsduGpwi77glEQ-eIMVJgsJVKBy4-N=w408-h271-k-no,ChIJSaRjC49ZwokR402Rpxj6i9Q,10012.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJIr-LeSfUiFgYD5w_GT1yuyqnCTIKfGifA5viKL1hDq_HkqohZ2mTGHaucTO3o-_YmvIxdfYCNulf2DpJ0U_5gu-DBMZashvvQr76EDkEfchG2Q4YAFPeIykYrSm099XEa9WJE1,126 Crosby St,4.6
4745,bookstore,Mercer Street Books & Records,"Venture into a literary haven where the walls thrum with the beats of Baroque and jazz, and the shelves are a testament to the enduring allure of well-preserved words. Here, books whisper tales of the past at pleasantly pauper prices,",40.7266575,-73.9967088,"206 Mercer St, New York, NY 10012",Book store,10236573540990320160,https://lh5.googleusercontent.com/p/AF1QipOW_2e8_VbN80Dc7SjQmeKQcpGZiqLFffywJOuX=w408-h544-k-no,ChIJ9y6fxY9ZwokRIP7jW2adD44,10012.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJIbHSkkIkXJFrzWW9PRQvlDLCjueKdSM86V18rH2Mk4tMMRdB_F2h4l05RsKhUHFviLPOY2xGLnVLEuutdZ8oL36JWmWQRgchK5L_YCDjDjc9hPCJSXSA_Usv6Mo9fRxrU3EFxD,206 Mercer St,4.6
4746,bookstore,Dashwood Books,"In a basement at 33 Bond, a chaos of art books beckons and repels—a photographic treasure assembled without discernable order, lending the charming but disorienting allure only a true bookworm might navigate.",40.7261038,-73.9935282,"33 Bond St, New York, NY 10012",Book store,9340570514317982177,https://lh5.googleusercontent.com/p/AF1QipPBIQUVm4rBxOaApAus5POyHNvxOmDtpQVd3vDw=w408-h306-k-no,ChIJHwq2RoVZwokR4Tlp8WRfoIE,10012.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJISkOkUBZB6Nw_fbDCeXoMxQR8-BfxRWh9ZEWTXF0z4lOdbzSNWtuqxedIRfTZOcGgOcA4sBXiZ6uFjXovD_EbKYZR4kdcHSXiagfb4_13TBBI6twewcLU6EkLmVeKXz5jWoBI,33 Bond St,4.7
4747,bookstore,Alpert's Newspaper Delivery,uncharted,40.727299,-73.994225,"5 Great Jones St, New York, NY 10012",Newspaper distribution service,749905551732349392,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E6iM1QjJNL82XjHG0_V7Rg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=207.57693&pitch=0&thumbfov=100,ChIJ_-VCrppZwokR0JkZSiAzaAo,10012.0,,5 Great Jones St,
4748,bookstore,John Elliott,"In a realm where fabric whispers tales of urban chic, John Elliott’s domain on Lafayette regales with modern furnishings and sensibly stylish threads. Yet, the service? As varied as the city’s own bustling avenues.",40.7239832,-73.996478,"270 Lafayette St, New York, NY 10012",Clothing store,8345743748215814687,https://lh5.googleusercontent.com/p/AF1QipN9byXMo93eMHZGtI-XlSeOOnzU94XyjxYINFd5=w408-h544-k-no,ChIJU1AkTetZwokRHzrXqrgJ0nM,10012.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJLe8-1IJOfE7uB1977S-94rOGFll1HEeeq2mfh1TtCuAyqd2iPviY0ZQrZ9mrGkS9L3lBYeSzzrmBkv8yKbw2QG83-_1EC37h9CFxdOGM0NHPrpYucTp9VJFNFYamoZyEXHYIwl,270 Lafayette St,4.5
4749,bookstore,Codex,"Tucked away on Bleecker Street, this bookshop offers a cozy retreat brimming with curated used books, though the charm is occasionally marred by capricious staff manners.",40.7254162,-73.9924344,"1 Bleecker St, New York, NY 10012",Book store,9359893467166623692,https://lh5.googleusercontent.com/p/AF1QipOUrdO1WdYccg7Y-PNiYuD0NS43z62KQDQMpKhL=w408-h307-k-no,ChIJR5B5F4VZwokRzEf3fYQF5YE,10012.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJJcLVwcYcz4KfXzlPq8r6g46wspZgputb0tQDhcPCqR4g7Hzz6WXOcZ3IZ2t4vuoUlU8b3A4p8mLcNHGQ3bfh6xeEqrjC1MpsCKq1OfL4jxqdD136Zeb2GmrkfvMKzND4jwANPZ,1 Bleecker St,4.7
4750,bookstore,Bonnie Slotnick Cookbooks,"Bonnie's enclave of vintage and rare cookbooks in East Village is a sanctuary for culinarians. Her bookstore brims with culinary treasures, from ethnic to antiquarian, bolstered by her warm, if occasionally selective, hospitality.",40.7252631,-73.9907543,"28 E 2nd St, New York, NY 10003",Used book store,13243684954746194637,https://lh5.googleusercontent.com/p/AF1QipM498p5CQjJQLHm6dAXoZ4M66kynGNpOACpkxqL=w408-h544-k-no,ChIJGYxZPpRZwokRzQrVXEwFy7c,10003.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJK9dTq0aJJyrJs5Ss0EE7qxSU9xI421TME2sGIjravsOhLOv801cP7Mdbq-I8kUDm5J5pGvo8gW6RdCOd98yw_O2tvPwnFRRKQH6MWB26LDu728vI1k_g4lQrzdaqg4MOnOIwSU,28 E 2nd St,4.8
4751,bookstore,Three Jewels Café,"Matcha not just for monastics; Three Jewels brews a commendable cup alongside their yoga offerings, serving up a sanctum where even the baristas seem enlightened.",40.726356,-73.991152,"5 E 3rd St FRNT 1, New York, NY 10003",Coffee shop,13157519181077481563,https://lh5.googleusercontent.com/p/AF1QipO3UUtkKbe2PVwTEbLGloYOrLgfh4vtj1NxwenC=w408-h259-k-no,ChIJVVUR0oRZwokRWwiD0fvlmLY,10003.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJKwakDHNfUc5ZDlqrIqRo4dVEwnShGnlePwV292A6VTOUU1DXbKiX3SweqD_U8BTBaD-OuaLuc1hnqzKcoMgB1Ow8Pp29ADIb44OblZwR09iUyAOlgCPwTObMoC49ra0lHT23oJ,5 E 3rd St FRNT 1,4.8
4752,bookstore,Climax Books,"Immerse yourself in a bibliophile's haven where knowledge pours from the staff like fine wine from a decanter. Darcy dazzles, prices please, and the socks? Unexpectedly delightful. Ah, the curated elegance of rare finds—art",40.7266097,-73.9909385,"56 E 4th St, New York, NY 10003",Book store,4719289235387748624,https://lh5.googleusercontent.com/p/AF1QipN_5wY2lLAucuZWQs8XqFRZ_5ojkLrfqR0DlXjp=w408-h272-k-no,ChIJd4XL0MxZwokREJGcQ45IfkE,10003.0,,56 E 4th St,5.0
4753,bookstore,East Village Books,"Stuffed to the rafters with dusty tomes and the echoes of flipping pages, East Village Books offers nostalgia with a side of curt customer service. Cash only, pack your patience.",40.727389,-73.9845324,"99 St Marks Pl, New York, NY 10009",Used book store,2553513307010162340,https://lh5.googleusercontent.com/p/AF1QipPEQliyOYIA1dRM3amwW46uP60hvan9MFLX9IG8=w408-h544-k-no,ChIJdb3TbJ1ZwokRpN6S2dLmbyM,10009.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJJ7KRN-Nr7pwg0q4adc-jzTtotVrlfN7mEULXqwYMeZ3RAiNeAl5Kwy0m1P_fWPot4l3ODXPlsvCkgowu87v7MqYBf3URUXIGTU3NLHp78NZsh_rf6wwauKXLS_9LyE5GpKuCZLkQ,99 St Marks Pl,4.2
4754,bookstore,Karma Bookstore,"Succumb to the aesthetic siren call of well-curated art books—prices a mystery, recommendations abundant. Snobbery in the air, but gems abound to justify the voyage. A paradise for the print-passionate.",40.7237907,-73.9859493,"136 E 3rd St, New York, NY 10009",Book store,244361352702148862,https://lh5.googleusercontent.com/p/AF1QipNBHUjnUhikDMMvgSRqidXn1tmLLfpUwMFuiWM1=w408-h271-k-no,ChIJY7-12S1ZwokR_kClCFslZAM,10009.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJIYJ2y2JrOjWYFro0BBgkad1SHKPt8IGjVFH4ZWgNwLQRZ0mEhj4rn6V36BZKpfo4j9IIfEq78sGy1nNiqM2PqrqQ_BU-kwUjvxb9tjSHhusC3GSUgJDBN6SvShd8gNkca-DLI3eA,136 E 3rd St,4.7
4755,bookstore,Mast Books,"In the oasis of Mast Books, bibliophiles rejoice over a meticulously curated trove of rare tomes and artistic reads—though some claim the ambiance is dampened by staff hauteur.",40.7247207,-73.9843259,"72 Avenue A, New York, NY 10009",Book store,15784279028764958852,https://lh5.googleusercontent.com/p/AF1QipOfwWj5pgspyMBXRrHErijBJ50JPxlYsyU5eTIB=w408-h544-k-no,ChIJBXpzwIJZwokRhOAu4SUGDds,10009.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJIV2QgepZU-Q5xJUU0kkNrNcFKGiI0a7yT635KXv-KbwYHhB-5c9zbsHq20PJXNqrLxKet6UdZMLYvjOUktYPKAtzTpTChAbszAI-5FKj0XQypb-NF5NOCHa4izVArm1r9hzq-h,72 Avenue A,4.4
4756,bookstore,Lovewild Design,"Step into this Alphabet City treasure trove, where Sierra's grounding spray doubles as a relaxation ritual, and sustainability meets charming chaos. A true cornerstone for community and eco-friendly finds.",40.7248839,-73.9780266,"136 Loisaida Ave, New York, NY 10009",Gift shop,16278150009595187248,https://lh5.googleusercontent.com/p/AF1QipMGIW8rxBZ9JKwjaBSltfpZTus_prqFbf1pbji6=w408-h544-k-no,ChIJqUO5e-FbwokRMFBxOjCb5-E,10009.0,,136 Loisaida Ave,4.6
4757,bookstore,Souvenir,"Dive into this trove of creative craftsmanship, a haven where quirky gifts crafted by women artists echo diversity and affordability; alas, the less welcoming threshold may not charm everyone's wheels.",40.7265715,-73.9549519,"63 Meserole Ave, Brooklyn, NY 11222",Gift shop,1490835853753811744,https://lh5.googleusercontent.com/p/AF1QipOjlUvnA0qGi7ysEC-avIhjW7tPuJVp2mY3BOos=w408-h306-k-no,ChIJ6X10p6hZwokRIINpaU-DsBQ,11222.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJI_XFD_KkgC3xWYJNnkL7HfxClgh1nirTiMqihcfe-OuhTA8p_pp072xNeBhlO2wG3j_5_GJah6Rbs5NQJlkWAlki9DQ5Oa3iKH3BHKLjcsuIyVU4y5kuCjNCdLUlN-zvPJZZ4K,63 Meserole Ave,4.9
4758,bookstore,High Valley Books Open by Appointment,"Across the corridors of this quaint Greenpoint nook, the air brims with the musk of vintage books and the charm of two affectionate cats—a bibliophile's treasure chest with a side of feline affection.",40.7229747,-73.9511741,"882 Lorimer St, Brooklyn, NY 11222",Book store,18234595067119186001,https://lh5.googleusercontent.com/p/AF1QipNCWdNY18BWQPvRLUxf8PCaHUyLxjfozph-9Icv=w408-h544-k-no,ChIJOcEiXt5bwokRUbC6PppLDv0,11222.0,,882 Lorimer St,5.0
4759,bookstore,storm books & candy,"Stumble upon a literary oasis in Greenpoint — a bookstore not only steeped in unique SWANA literature but also a hive of cultural workshops. Beware, though: a hint of cultural controversy may linger amidst its charming aisles.",40.7258184,-73.9500951,"118 Norman Ave, Brooklyn, NY 11222",Book store,12983127471332284232,https://lh5.googleusercontent.com/p/AF1QipMGW-1mTR59vCsvWIy5EK1g7TrvOc39GF1obdrY=w408-h544-k-no,ChIJiwT0yKhZwokRSFdgyqVVLbQ,11222.0,,118 Norman Ave,4.6
4760,bookstore,Pressing Station,uncharted,40.7258457,-73.9497819,"188 Eckford St, Brooklyn, NY 11222",Comic book store,2801422548867429519,https://lh5.googleusercontent.com/p/AF1QipMTl3-caAs1oyMsRpCWnrt4cki7HUEnJNCGajpl=w408-h408-k-no,ChIJAQAEd0ZZwokRjzQDM_em4CY,11222.0,,188 Eckford St,
4761,bookstore,Comic Book Station,"Step inside Comic Book Station, a vibrant Greenpoint gem lauded for its expansive curation of comics and collectibles. But tread carefully: some find the service fragmented—a coin toss between charmingly helpful and distressingly indifferent.",40.7258457,-73.9497819,"188 Eckford St, Brooklyn, NY 11222",Comic book store,4189074078830850517,https://lh5.googleusercontent.com/p/AF1QipMWnlrwF01VzXE_INPOD50D8ju-ziXNQqXlB9sN=w408-h306-k-no,ChIJH8qR5ElZwokR1XGCFq6UIjo,11222.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJLwo1IfNiQTm-tx19TQKMYg6gG-MLb-KjBjJs-qUce-ryhhWNbEYxFMRVFeHRdbCaR6DqIi8FHhBcnbxMaQTJ8lvvduNOwcMSc3K-73tmGMaqQfaQ4_Fhy2T5I8tn_fAMFt-w4QsA,188 Eckford St,4.7
4762,bookstore,leaves,"Nestling in Brooklyn's vibrant Greenpoint, Leaves offers more than mere transactions; it's a heartfelt exchange of stories and life. Beyond books, there's Debussy, indoor greenery, and the charming Francisco—the sage of bound tales.",40.7246322,-73.9477183,"140 Nassau Ave, Brooklyn, NY 11222",Book store,16611253223033844536,https://lh5.googleusercontent.com/p/AF1QipMWuouiQRHQ2_CLl7ZZK_Mupj4t49EKBlBBwj4S=w408-h306-k-no,ChIJOz31d-JZwokROLP-0MsGh-Y,11222.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJJ7DM7AOuGZAydwHugdHZWOJRJaH3w3WUeqZGQej00zypTJPx5VfJ81aQmUrkQejK02UTEpbHphCQRIQRbdWYDxqvpqi84YH1oS6ZQsNt_hr340JYpOH1w0jRAFCvm5VtN5ylZq,140 Nassau Ave,5.0
4763,bookstore,Best Food Inc,Staff's charm as absent as their manners; at least the thumbs-up emoji lingered longer than their courtesy.,40.7250696,-73.9149696,"5634 56th St, Maspeth, NY 11378",Book store,2875203751466096563,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8F3B45C1RdCIqpUf6GVpmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.79108&pitch=0&thumbfov=100,ChIJzQuRm79ewokRs9cBF5TG5ic,11378.0,,5634 56th St,4.0
4764,bookstore,Carmine Street Comics,"Carmine Street Comics: a minute wonderland of hidden gems, where piles of chaos and comics become charmingly intimate for enthusiasts and newbies alike, still vehemently preserving the passion despite whispers of industry woes.",40.7300292,-74.0030583,"34 Carmine St, New York, NY 10014",Comic book store,7191949025255852787,https://lh5.googleusercontent.com/p/AF1QipM4VnQyTBuGX8Zx-yp5TWufjXlX7Z1s_re-C5As=w408-h271-k-no,ChIJ1bunW5JZwokR84oXrYjvzmM,10014.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJIyq6gLMFwJKEw7k7dfx0tgNd7IELNArgOBtYiBRCH0Rsyn0IwsVH6QZWrfxEoa-QOZdDz3RAuFUb5X-EwNEdXKTMgWXpkNA6zCId6eJakbJ4WmM9h23VX3YhQl8Cwvou5mX0zq,34 Carmine St,4.3
4765,bookstore,Unoppressive Non-imperialist Bargain Books,"Stumbled into a book lover’s late-night nirvana; a snug West Village nook where books overflow and conversations flourish. Enchanting volumes and an irascible cat, both fixtures in this storied locale.",40.730018,-74.003083,"34 Carmine St, New York, NY 10014",Book store,1537499974087990324,https://lh5.googleusercontent.com/p/AF1QipPaM159pjL5scuU1tMmq_sPkgcEZrWARl1dSxHz=w408-h544-k-no,ChIJK7qnW5JZwokRNNyvlRRMVhU,10014.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJKVcvquwRk7PWwCvVJbXx2XMKVXhFtIL5XlDteu_XxcXxpDHR-i3KZxgVmL92m56Q0kCPXTBcFrG3MAMan4E5TFB3LgkUxKCumSAnrPUoTGvUd2aTaN-L3gTNCY0hH3XCD9zuxD,34 Carmine St,4.7
4766,bookstore,The Stacks,uncharted,40.6394199,-73.7814573,"John F. Kennedy Airport, Jamaica, NY 11430",Book store,12441881725000827014,,ChIJSxN3WgBnwokRhkAZTIJxqqw,11430.0,,John F. Kennedy Airport,
4767,bookstore,Church Media Worship,"""Truly, a redundant testament to beauty met with an astonishingly amazing experience.""",40.6171173,-73.7440837,"20 Madison Ave, Inwood, NY 11096",E-commerce service,8148579272567805501,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gGxo_U-dEFYUO_Z0ontYFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.448635&pitch=0&thumbfov=100,ChIJ16bfYuFlwokRPdaD5ayRFXE,11096.0,,20 Madison Ave,5.0
4768,bookstore,McNemrac Kids,uncharted,40.6653455,-73.8782588,"755 Essex St, Brooklyn, NY 11208",Children's book store,16160385181647788970,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dzmbSe4A4F7eTiX7n6CeMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.98104&pitch=0&thumbfov=100,ChIJS3uEV2ZdwokRqluaibM4ReA,11208.0,,755 Essex St,
4769,bookstore,Hudson at Gate 6,"At Hudson's JFK outpost, whimsy dies a slow death at self-checkout, and prices perform vanishing tricks, much to the chagrin of travelers. Meanwhile, Azizul shines as a lone beacon of customer service.",40.6475198,-73.7923145,"Terminal 8 Queens, Jamaica, NY 11430",Book store,6761328637567550767,https://lh5.googleusercontent.com/p/AF1QipN6dwKD2IK_WhCMe-oVImTZnfsGeeWmR3_6JVu_=w408-h306-k-no,ChIJi7Q_zYdnwokRL8Xjo5IQ1V0,11430.0,,Terminal 8 Queens,3.4
4770,bookstore,Amazing Books,uncharted,40.6760832,-73.8824583,"324 Essex St, Brooklyn, NY 11208",Book store,940991725116441458,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nqu66K4A7t4E0pVimxXEow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.62779&pitch=0&thumbfov=100,ChIJF_7MrNhdwokRcsMlCP0SDw0,11208.0,,324 Essex St,
4771,bookstore,Sahara International Shop,"Sahara International Shop dazzles with its eclectic mix of Islamic essentials and international flair, catering to a cosmopolitan clientele seeking everything from exotic oils to modern Islamic attire, yet some customers find the service underwhelming.",40.6737426,-73.7967861,"142-60 Rockaway Blvd, Queens, NY 11436",Clothing store,10733601488393029737,https://lh5.googleusercontent.com/p/AF1QipMD1yorIBvq-osiwNyS7xTvVJcgGP8GYcQoX0W6=w408-h860-k-no,ChIJNd0lzyBnwokRaUhFRK9p9ZQ,11436.0,https://lh3.googleusercontent.com/geougc-cs/AIHozJJf8O_cy_l1FW63_pf8M6qExqVjbXpJ3I61wMndSR8Vtwm6P0D3s9BdR7WH8ebKUZqs91O64uzy0R1naXsnabbW3Yba1g0X8thYFS-sOsLWbvMhUuZRhTXDS_SeuUqwvXLMp9NM,142-60 Rockaway Blvd,4.0
4772,bookstore,Book Store,uncharted,40.6767609,-73.7428032,"22710 Merrick Blvd, Jamaica, NY 11413",Book store,16368131249798160014,https://lh5.googleusercontent.com/p/AF1QipMgReHHTn5gMJ0emvHFlCup9F8Xg4O0ghRGWCd9=w408-h408-k-no,ChIJtb_8WgFkwokRjp4wTaZIJ-M,11413.0,,22710 Merrick Blvd,
4773,bookstore,Adventist Book Center,"Phone inquiries revealed an unexpectedly delightful trove: a quasi-hidden vegan/vegetarian grocery nestled behind bookshelves. Staff efficiency matched by eclectic, though pricey, food selections and spiritual literature. A rare, savory find.",40.6885082,-73.7771572,"115-50 Merrick Blvd, Jamaica, NY 11434",Book store,2178437997415581524,https://lh5.googleusercontent.com/p/AF1QipOgFDQzgxND1WCFJS7MpriI880N8YVcBjX5t5ja=w426-h240-k-no,ChIJvxSTfzNhwokRVEcrGdFdOx4,11434.0,,115-50 Merrick Blvd,4.4
4774,bookstore,ABC Health Food and Christian Book Center,"Deftly hidden from the casual consumer, this sanctuary offers elusive veggie delights and fresh juices, not to mention books — an intellect's farmers market, with staff as nurturing as the food.",40.688592,-73.777302,"115-50 Merrick Blvd, Jamaica, NY 11434",Health food store,14350992243544363603,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U1xf-_vLXcSj3oYhrSA5ug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.72638&pitch=0&thumbfov=100,ChIJvxSTfzNhwokRUxLZImn3KMc,11434.0,,115-50 Merrick Blvd,5.0
4775,bookstore,LIBRERÍA CRISTIANA EMANUEL,uncharted,40.6945605,-73.8483962,"9702 Jamaica Ave, Woodhaven, NY 11421",Book store,13454776278543654158,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zJH2iKeiepllLXmcw6HsOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.22614&pitch=0&thumbfov=100,ChIJ2X-a2v1dwokRDl3yJr33uLo,11421.0,,9702 Jamaica Ave,
